#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	COG(s)	Protein name
chr	NC_002946.2	1621293	1622114	-	3281268	dapD	NGO1667	YP_208704.1	273	-	2,3,4,5-tetrahydropyridine-2,6-carboxylate N-succinyltransferase
chr	NC_002946.2	1622324	1623967	-	3281318	pgi	NGO1668	YP_208705.1	547	-	glucose-6-phosphate isomerase
chr	NC_002946.2	1624476	1625708	+	3281254	-	NGO1669	YP_208706.1	410	-	type II secretion system protein F
chr	NC_002946.2	1625782	1626642	+	3281275	-	NGO1670	YP_208707.1	286	-	type II prepilin peptidase
chr	NC_002946.2	1626600	1627271	+	3281272	-	NGO1671	YP_208708.1	223	-	dephospho-CoA kinase
chr	NC_002946.2	1627264	1627473	+	3281270	-	NGO1672	YP_208709.2	69	-	hypothetical protein NGO1672
chr	NC_002946.2	1627559	1629235	-	3281222	-	NGO1673	YP_208710.1	558	-	pilus assembly protein PilF
chr	NC_002946.2	1629573	1630019	-	3281245	-	NGO1674	YP_208711.1	148	-	membrane protein
chr	NC_002946.2	1630023	1630997	-	3281251	-	NGO1675	YP_208712.1	324	-	octaprenyl diphosphate synthase
chr	NC_002946.2	1631221	1631529	+	3281255	rplU	NGO1676	YP_208713.1	102	-	50S ribosomal protein L21
chr	NC_002946.2	1631554	1631826	+	3281215	rpmA	NGO1677	YP_208714.1	90	-	50S ribosomal protein L27
chr	NC_002946.2	1632061	1633245	+	3281223	-	NGO1678	YP_208715.1	394	-	ubiquinone biosynthesis protein
chr	NC_002946.2	1633434	1633589	-	3281231	rpmG	NGO1679	YP_208716.1	51	-	50S ribosomal protein L33
chr	NC_002946.2	1633621	1633854	-	3281200	rpmB	NGO1680	YP_208717.1	77	-	50S ribosomal protein L28
chr	NC_002946.2	1633926	1634114	-	3281246	-	NGO1681	YP_208718.1	62	-	hypothetical protein NGO1681
chr	NC_002946.2	1634104	1635627	-	3281262	-	NGO1682	YP_208719.1	507	-	EmrB/QacA subfamily drug resistance transporter
chr	NC_002946.2	1635651	1636835	-	3281238	-	NGO1683	YP_208720.1	394	-	multi drug resistance resistance protein
chr	NC_002946.2	1637094	1637567	+	3281260	-	NGO1684	YP_208721.1	157	-	7-cyano-7-deazaguanine reductase
chr	NC_002946.2	1637642	1638328	+	3281207	-	NGO1685	YP_208722.1	228	-	hypothetical protein NGO1685
chr	NC_002946.2	1638678	1639970	-	3281229	-	NGO1686	YP_208723.1	430	-	peptidase
chr	NC_002946.2	1639882	1641015	+	3281209	-	NGO1687	YP_208724.1	377	-	hypothetical protein NGO1687
chr	NC_002946.2	1641216	1642685	-	3281210	-	NGO1688	YP_208725.1	489	-	outer membrane protein OmpU
chr	NC_002946.2	1644374	1644619	-	3281217	-	NGO1690	YP_208726.1	81	-	membrane protein
chr	NC_002946.2	1644588	1644734	+	3281197	-	NGO1691	YP_208727.1	48	-	hypothetical protein NGO1691
chr	NC_002946.2	1644722	1645159	+	3281220	-	NGO1692	YP_208728.1	145	-	membrane protein
chr	NC_002946.2	1645171	1645647	+	3281185	-	NGO1693	YP_208729.1	158	-	phosphatase
chr	NC_002946.2	1645677	1646165	-	3281193	-	NGO1694	YP_208730.1	162	-	dihydrofolate reductase
chr	NC_002946.2	1646233	1647288	-	3281208	-	NGO1695	YP_208731.1	351	-	phospho-2-dehydro-3-deoxyheptonate aldolase
chr	NC_002946.2	1655425	1656231	-	3281214	-	NGO1699	YP_208732.1	268	-	ABC transporter permease
chr	NC_002946.2	1656451	1657821	+	3281202	-	NGO1700	YP_208733.1	456	-	signal recognition particle protein
chr	NC_002946.2	1658077	1658532	+	3281188	-	NGO1701	YP_208734.1	151	-	membrane protein
chr	NC_002946.2	1659056	1660018	+	3282553	-	NGO1703	YP_208736.1	320	-	transposase
chr	NC_002946.2	1660138	1660335	-	3281224	-	NGO1704	YP_208737.1	65	-	hypothetical protein NGO1704
chr	NC_002946.2	1660384	1660782	-	3281173	-	NGO1705	YP_208738.1	132	-	hypothetical protein NGO1705
chr	NC_002946.2	1660890	1661801	+	3281159	-	NGO1706	YP_208739.1	303	-	LysR family transcriptional regulator
chr	NC_002946.2	1661791	1663089	+	3281164	-	NGO1707	YP_208740.1	432	-	deoxyribodopyrimidine photolyase
chr	NC_002946.2	1663270	1665420	+	3281179	dinG	NGO1708	YP_208741.1	716	-	ATP-dependent DNA helicase DinG
chr	NC_002946.2	1665456	1666070	+	3281169	-	NGO1709	YP_208742.1	204	-	hypothetical protein NGO1709
chr	NC_002946.2	1666206	1668074	-	3281153	-	NGO1710	YP_208743.1	622	-	trans-acylase
chr	NC_002946.2	1668154	1669524	-	3281154	-	NGO1711	YP_208744.1	456	-	adenylosuccinate lyase
chr	NC_002946.2	1669596	1670228	-	3281343	-	NGO1712	YP_208745.1	210	-	hypothetical protein NGO1712
chr	NC_002946.2	1670357	1672264	+	3281396	-	NGO1713	YP_208746.1	635	-	ribonuclease
chr	NC_002946.2	1672744	1673745	-	3281149	-	NGO1714	YP_208747.1	333	-	cis-trans isomerase
chr	NC_002946.2	1673847	1676252	-	3281158	-	NGO1715	YP_208748.1	801	-	LPS-assembly protein LptD
chr	NC_002946.2	1676322	1677326	+	3281371	-	NGO1716	YP_208749.1	334	-	phosphotransferase
chr	NC_002946.2	1677383	1678087	-	3281356	-	NGO1717	YP_208750.1	234	-	thiol:disulfide interchange protein
chr	NC_002946.2	1678525	1680063	+	3281263	-	NGO1718	YP_208751.1	512	-	membrane protein
chr	NC_002946.2	1680196	1681155	+	3281305	-	NGO1719	YP_208752.1	319	-	hypothetical protein NGO1719
chr	NC_002946.2	1681206	1681988	+	3281235	trpC	NGO1721	YP_208754.1	260	-	indole-3-glycerol phosphate synthase
chr	NC_002946.2	1682051	1684354	+	3281296	-	NGO1722	YP_208755.1	767	-	ATP-dependent DNA helicase
chr	NC_002946.2	1684391	1685692	-	3281319	-	NGO1723	YP_208756.1	433	-	hypothetical protein NGO1723
chr	NC_002946.2	1686074	1686862	-	3281336	-	NGO1724	YP_208757.1	262	-	hypothetical protein NGO1724
chr	NC_002946.2	1686859	1687635	-	3281297	-	NGO1725	YP_208758.1	258	-	pimelyl
chr	NC_002946.2	1687607	1688332	+	3281250	-	NGO1726	YP_208759.1	241	-	competence protein ComF family protein
chr	NC_002946.2	1688397	1688861	+	3281271	-	NGO1727	YP_208760.1	154	-	rRNA methylase
chr	NC_002946.2	1688989	1689675	+	3281107	-	NGO1728	YP_208761.1	228	-	hypothetical protein NGO1728
chr	NC_002946.2	1689736	1690062	+	3281258	-	NGO1729	YP_208762.1	108	-	hypothetical protein NGO1729
chr	NC_002946.2	1690144	1690728	+	3281203	ruvA	NGO1730	YP_208763.1	194	-	Holliday junction DNA helicase RuvA
chr	NC_002946.2	1690728	1690865	+	3281105	-	NGO1731	YP_208764.1	45	-	hypothetical protein NGO1731
chr	NC_002946.2	1690892	1692748	+	3281146	-	NGO1732	YP_208765.1	618	-	multidrug ABC transporter ATP-binding protein/permease
chr	NC_002946.2	1692753	1693676	+	3281155	-	NGO1733	YP_208766.1	307	-	ribosome-associated GTPase
chr	NC_002946.2	1693789	1694013	+	3281259	-	NGO1734	YP_208767.1	74	-	exodeoxyribonuclease VII small subunit
chr	NC_002946.2	1693997	1694893	+	3281265	-	NGO1735	YP_208768.1	298	-	hypothetical protein NGO1735
chr	NC_002946.2	1695010	1695360	-	3281274	-	NGO1736	YP_208769.1	116	-	membrane protein
chr	NC_002946.2	1695421	1696866	-	3281148	-	NGO1737	YP_208770.1	481	-	NADH-quinone oxidoreductase subunit N
chr	NC_002946.2	1696876	1698372	-	3281183	-	NGO1738	YP_208771.1	498	-	NADH-quinone oxidoreductase subunit M
chr	NC_002946.2	1698486	1699649	-	3281176	-	NGO1739	YP_208772.1	387	-	hypothetical protein NGO1739
chr	NC_002946.2	1699833	1701857	-	3281182	-	NGO1740	YP_208773.1	674	-	NADH-quinone oxidoreductase subunit L
chr	NC_002946.2	1701860	1702165	-	3281171	-	NGO1741	YP_208774.1	101	-	NADH-quinone oxidoreductase subunit K
chr	NC_002946.2	1702162	1702833	-	3281102	-	NGO1742	YP_208775.1	223	-	NADH-quinone oxidoreductase subunit J
chr	NC_002946.2	1702845	1703324	-	3281187	-	NGO1743	YP_208776.1	159	-	NADH-quinone oxidoreductase subunit I
chr	NC_002946.2	1703405	1704481	-	3281416	-	NGO1744	YP_208777.1	358	-	NADH-quinone oxidoreductase subunit H
chr	NC_002946.2	1704484	1706745	-	3281216	-	NGO1745	YP_208778.1	753	-	NADH-quinone oxidoreductase subunit G
chr	NC_002946.2	1707458	1708759	-	3281091	-	NGO1746	YP_208779.1	433	-	NADH-quinone oxidoreductase subunit F
chr	NC_002946.2	1709149	1709622	-	3281407	-	NGO1747	YP_208780.1	157	-	NADH-quinone oxidoreductase subunit E
chr	NC_002946.2	1709622	1710878	-	3281201	-	NGO1748	YP_208781.1	418	-	NADH-quinone oxidoreductase subunit D
chr	NC_002946.2	1710868	1711461	-	3281195	-	NGO1749	YP_208782.1	197	-	NADH dehydrogenase subunit C
chr	NC_002946.2	1711474	1711956	-	3281198	-	NGO1750	YP_208783.1	160	-	NADH dehydrogenase subunit B
chr	NC_002946.2	1711947	1712303	-	3281406	-	NGO1751	YP_208784.1	118	-	NADH dehydrogenase subunit A
chr	NC_002946.2	1712796	1714283	-	3281163	-	NGO1752	YP_208785.1	495	-	membrane protein
chr	NC_002946.2	1714270	1714890	-	3281423	-	NGO1753	YP_208786.1	206	-	membrane protein
chr	NC_002946.2	1716172	1716486	-	3281377	-	NGO1756	YP_208789.1	104	-	hypothetical protein NGO1756
chr	NC_002946.2	1716628	1718835	-	3281425	-	NGO1757	YP_208790.1	735	-	DNA helicase
chr	NC_002946.2	1719259	1721949	-	3281418	-	NGO1758	YP_208791.1	896	-	bifunctional glutamine-synthetase adenylyltransferase/deadenyltransferase
chr	NC_002946.2	1722143	1722478	-	3281092	-	NGO1759	YP_208792.1	111	-	hypothetical protein NGO1759
chr	NC_002946.2	1722492	1722965	-	3282555	-	NGO1760	YP_208793.1	157	-	hypothetical protein NGO1760
chr	NC_002946.2	1723162	1724169	-	3281087	-	NGO1761	YP_208794.1	335	-	dihydroorotate dehydrogenase 2
chr	NC_002946.2	1724401	1724637	+	3281138	acpP	NGO1762	YP_208795.1	78	-	acyl carrier protein
chr	NC_002946.2	1724794	1726041	+	3281094	-	NGO1763	YP_208796.1	415	-	3-oxoacyl-ACP synthase
chr	NC_002946.2	1728025	1729155	+	3281093	-	NGO1765	YP_208797.1	376	-	glycosyltransferase
chr	NC_002946.2	1730757	1732271	+	3282549	-	NGO1767	YP_208798.1	504	-	catalase
chr	NC_002946.2	1732787	1733353	+	3281166	-	NGO1768	YP_208799.1	188	-	membrane protein
chr	NC_002946.2	1733575	1734738	+	3281141	-	NGO1769	YP_208800.1	387	-	cytochrome-c peroxidase
chr	NC_002946.2	1735319	1737355	-	3281147	-	NGO1770	YP_208801.1	678	-	PrlC protein
chr	NC_002946.2	1737443	1738435	-	3282530	-	NGO1771	YP_208802.1	330	-	membrane protein
chr	NC_002946.2	1738581	1740971	+	3281137	gyrB	NGO1772	YP_208803.1	796	-	DNA gyrase subunit B
chr	NC_002946.2	1741070	1742455	+	3281143	-	NGO1773	YP_208804.1	461	-	serine dehydratase
chr	NC_002946.2	1743699	1745651	-	3281142	-	NGO1774	YP_208805.1	650	-	potassium-efflux system protein
chr	NC_002946.2	1745797	1746636	+	3282533	-	NGO1775	YP_208806.1	279	-	ferredoxin
chr	NC_002946.2	1746835	1747866	+	3282461	-	NGO1776	YP_208807.1	343	-	glyceraldehyde-3-phosphate dehydrogenase
chr	NC_002946.2	1748121	1748846	-	3282505	aat	NGO1778	YP_208809.1	241	-	leucyl/phenylalanyl-tRNA--protein transferase
chr	NC_002946.2	1748916	1749350	-	3282476	-	NGO1779	YP_208810.1	144	-	Fur family transcriptional regulator
chr	NC_002946.2	1749577	1749954	+	3282539	-	NGO1780	YP_208811.1	125	-	hypothetical protein NGO1780
chr	NC_002946.2	1749964	1750773	+	3282515	-	NGO1781	YP_208812.1	269	-	dihydrodipicolinate reductase
chr	NC_002946.2	1751413	1752585	-	3282347	lpxB	NGO1782	YP_208813.1	390	-	lipid-A-disaccharide synthase
chr	NC_002946.2	1752736	1753728	-	3282524	-	NGO1783	YP_208814.1	330	-	pseudouridine synthase
chr	NC_002946.2	1754221	1756980	+	3282472	-	NGO1785	YP_208816.1	919	-	ribonuclease E
chr	NC_002946.2	1757210	1758202	-	3282475	pdxA	NGO1786	YP_208817.1	330	-	4-hydroxythreonine-4-phosphate dehydrogenase
chr	NC_002946.2	1758361	1759788	+	3282464	-	NGO1787	YP_208818.1	475	-	amino-acid transport protein
chr	NC_002946.2	1759970	1761856	+	3282494	-	NGO1788	YP_208819.1	628	-	tRNA uridine 5-carboxymethylaminomethyl modification protein GidA
chr	NC_002946.2	1761924	1762508	+	3282466	rnhB	NGO1789	YP_208820.1	194	-	ribonuclease HII
chr	NC_002946.2	1763256	1764029	-	3282470	-	NGO1790	YP_208821.1	257	-	chromosome partitioning protein ParA
chr	NC_002946.2	1764129	1764752	-	3282541	gidB	NGO1791	YP_208822.1	207	-	16S rRNA methyltransferase GidB
chr	NC_002946.2	1764847	1765422	-	3282542	-	NGO1792	YP_208823.1	191	-	membrane protein
chr	NC_002946.2	1765476	1766705	+	3282535	-	NGO1793	YP_208824.1	409	-	membrane protein
chr	NC_002946.2	1767623	1768648	+	3282409	-	NGO1795	YP_208825.1	341	-	modification methylase
chr	NC_002946.2	1768790	1769347	+	3282506	frr	NGO1796	YP_208826.1	185	-	ribosome recycling factor
chr	NC_002946.2	1769403	1770149	+	3282548	-	NGO1797	YP_208827.1	248	-	undecaprenyl diphosphate synthase
chr	NC_002946.2	1770152	1770949	+	3282424	-	NGO1798	YP_208828.1	265	-	phosphatidate cytidylyltransferase
chr	NC_002946.2	1771005	1772189	+	3282430	-	NGO1799	YP_208829.1	394	-	1-deoxy-D-xylulose 5-phosphate reductoisomerase
chr	NC_002946.2	1772224	1773564	+	3282359	-	NGO1800	YP_208830.1	446	-	zinc metalloprotease
chr	NC_002946.2	1773621	1775999	+	3282404	-	NGO1801	YP_208831.1	792	-	membrane protein
chr	NC_002946.2	1776008	1776565	+	3282304	-	NGO1802	YP_208832.1	185	-	membrane protein
chr	NC_002946.2	1776598	1777641	+	3282536	lpxD	NGO1803	YP_208833.1	347	-	UDP-3-O
chr	NC_002946.2	1777677	1778126	+	3282334	fabZ	NGO1804	YP_208834.1	149	-	(3R)-hydroxymyristoyl-ACP dehydratase
chr	NC_002946.2	1778333	1779019	+	3282294	-	NGO1805	YP_208835.1	228	-	hypothetical protein NGO1805
chr	NC_002946.2	1779062	1779838	+	3282363	-	NGO1806	YP_208836.1	258	-	UDP-N-acetylglucosamine acyltransferase
chr	NC_002946.2	1780301	1781692	+	3282388	-	NGO1807	YP_208837.1	463	-	amino-acid transporter
chr	NC_002946.2	1781771	1783030	+	3282307	-	NGO1808	YP_208838.1	419	-	D-amino acid dehydrogenase
chr	NC_002946.2	1783135	1785972	+	3282861	valS	NGO1809	YP_208839.1	945	-	valyl-tRNA synthetase
chr	NC_002946.2	1786049	1786513	+	3282299	-	NGO1810	YP_208840.1	154	-	hypothetical protein NGO1810
chr	NC_002946.2	1787384	1788181	+	3282256	truA	NGO1811	YP_208841.1	265	-	tRNA pseudouridine synthase A
chr	NC_002946.2	1788698	1789744	+	3282133	-	NGO1812	YP_208842.1	348	-	major outer membrane protein
chr	NC_002946.2	1790265	1791185	-	3282273	-	NGO1813	YP_208843.1	306	-	LysR family transcriptional regulator
chr	NC_002946.2	1791189	1791452	-	3282300	-	NGO1814	YP_208844.1	87	-	cell division topological specificity factor MinE
chr	NC_002946.2	1792300	1793013	-	3282164	minC	NGO1816	YP_208845.1	237	-	septum formation inhibitor
chr	NC_002946.2	1793160	1793528	-	3282135	rplQ	NGO1817	YP_208846.1	122	-	50S ribosomal protein L17
chr	NC_002946.2	1793552	1794538	-	3282252	-	NGO1818	YP_208847.1	328	-	DNA-directed RNA polymerase subunit alpha
chr	NC_002946.2	1794564	1795184	-	3282442	rpsD	NGO1819	YP_208848.1	206	-	30S ribosomal protein S4
chr	NC_002946.2	1795204	1795599	-	3282289	-	NGO1820	YP_208849.1	131	-	30S ribosomal protein S11
chr	NC_002946.2	1795619	1795981	-	3282445	rpsM	NGO1821	YP_208850.1	120	-	30S ribosomal protein S13
chr	NC_002946.2	1796181	1796399	-	3282427	infA	NGO18211	YP_208851.1	72	-	translation initiation factor IF-1
chr	NC_002946.2	1796404	1797714	-	3282367	secY	NGO1822	YP_208852.1	436	-	preprotein translocase subunit SecY
chr	NC_002946.2	1797726	1798160	-	3282419	rplO	NGO1823	YP_208853.1	144	-	50S ribosomal protein L15
chr	NC_002946.2	1798162	1798347	-	3282396	rpmD	NGO18231	YP_208854.1	61	-	50S ribosomal protein L30
chr	NC_002946.2	1798340	1798858	-	3282448	rpsE	NGO1824	YP_208855.1	172	-	30S ribosomal protein S5
chr	NC_002946.2	1798877	1799230	-	3282166	rplR	NGO18241	YP_208856.1	117	-	50S ribosomal protein L18
chr	NC_002946.2	1799244	1799777	-	3282450	rplF	NGO1825	YP_208857.1	177	-	50S ribosomal protein L6
chr	NC_002946.2	1799791	1800183	-	3282449	rpsH	NGO1826	YP_208858.1	130	-	30S ribosomal protein S8
chr	NC_002946.2	1800199	1800504	-	3282440	rpsN	NGO18261	YP_208859.1	101	-	30S ribosomal protein S14
chr	NC_002946.2	1800507	1801046	-	3282434	rplE	NGO1827	YP_208860.1	179	-	50S ribosomal protein L5
chr	NC_002946.2	1801056	1801379	-	3282433	rplX	NGO1828	YP_208861.1	107	-	50S ribosomal protein L24
chr	NC_002946.2	1801391	1801759	-	3282393	rplN	NGO1829	YP_208862.1	122	-	50S ribosomal protein L14
chr	NC_002946.2	1801981	1802244	-	3282162	rpsQ	NGO1830	YP_208863.1	87	-	30S ribosomal protein S17
chr	NC_002946.2	1802244	1802435	-	3282258	-	NGO1831	YP_208864.1	63	-	50S ribosomal protein L29
chr	NC_002946.2	1802435	1802851	-	3282385	rplP	NGO18311	YP_208865.1	138	-	50S ribosomal protein L16
chr	NC_002946.2	1802835	1803527	-	3282435	rpsC	NGO1832	YP_208866.1	230	-	30S ribosomal protein S3
chr	NC_002946.2	1803537	1803866	-	3282436	rplV	NGO1833	YP_208867.1	109	-	50S ribosomal protein L22
chr	NC_002946.2	1803875	1804153	-	3282438	rpsS	NGO1834	YP_208868.1	92	-	30S ribosomal protein S19
chr	NC_002946.2	1804159	1804992	-	3282423	rplB	NGO1835	YP_208869.1	277	-	50S ribosomal protein L2
chr	NC_002946.2	1804998	1805318	-	3282429	rplW	NGO1836	YP_208870.1	106	-	50S ribosomal protein L23
chr	NC_002946.2	1805309	1805929	-	3282415	rplD	NGO1837	YP_208871.1	206	-	50S ribosomal protein L4
chr	NC_002946.2	1805929	1806573	-	3282421	rplC	NGO1838	YP_208872.1	214	-	50S ribosomal protein L3
chr	NC_002946.2	1807359	1807670	-	3282416	rpsJ	NGO1841	YP_208874.1	103	-	30S ribosomal protein S10
chr	NC_002946.2	1807688	1808872	-	3282355	-	NGO1842	YP_208875.1	394	-	elongation factor Tu
chr	NC_002946.2	1808960	1811065	-	3282145	-	NGO1843	YP_208876.1	701	-	elongation factor G
chr	NC_002946.2	1811084	1811554	-	3282420	-	NGO1844	YP_208877.1	156	-	30S ribosomal protein S7
chr	NC_002946.2	1811672	1812043	-	3282376	rpsL	NGO1845	YP_208878.1	123	-	30S ribosomal protein S12
chr	NC_002946.2	1812222	1812371	-	3282414	-	NGO1846	YP_208879.1	49	-	hypothetical protein NGO1846
chr	NC_002946.2	1812378	1813307	-	3282389	-	NGO1847	YP_208880.1	309	-	hypothetical protein NGO1847
chr	NC_002946.2	1813279	1813521	-	3282422	-	NGO1848	YP_208881.1	80	-	hypothetical protein NGO1848
chr	NC_002946.2	1815110	1819285	-	3282397	-	NGO1850	YP_208883.1	1391	-	DNA-directed RNA polymerase subunit beta\'
chr	NC_002946.2	1819438	1823616	-	3282372	rpoB	NGO1851	YP_208884.1	1392	-	DNA-directed RNA polymerase subunit beta
chr	NC_002946.2	1823807	1824178	-	3282399	rplL	NGO1852	YP_208885.1	123	-	50S ribosomal protein L7/L12
chr	NC_002946.2	1824236	1824736	-	3282383	rplJ	NGO1853	YP_208886.1	166	-	50S ribosomal protein L10
chr	NC_002946.2	1824964	1825659	-	3282369	rplA	NGO1854	YP_208887.1	231	-	50S ribosomal protein L1
chr	NC_002946.2	1825659	1826093	-	3282315	rplK	NGO1855	YP_208888.1	144	-	50S ribosomal protein L11
chr	NC_002946.2	1826194	1826730	-	3282366	nusG	NGO1856	YP_208889.1	178	-	transcription antitermination protein NusG
chr	NC_002946.2	1826732	1827010	-	3282374	secE	NGO1857	YP_208890.1	92	-	preprotein translocase subunit SecE
chr	NC_002946.2	1827207	1828391	-	3282353	-	NGO1858	YP_208891.1	394	-	elongation factor Tu
chr	NC_002946.2	1828808	1829059	-	3282322	-	NGO1859	YP_208892.1	83	-	ferredoxin
chr	NC_002946.2	1829182	1829751	-	3282354	-	NGO1860	YP_208893.1	189	-	DNA methylase
chr	NC_002946.2	1829854	1830192	-	3282338	-	NGO1861	YP_208894.1	112	-	hypothetical protein NGO1861
chr	NC_002946.2	1830206	1830913	-	19592990	-	NGO1861a	YP_008914859.1	235	-	opacity protein
chr	NC_002946.2	1832027	1834333	-	3282381	-	NGO1863	YP_208895.1	768	-	DNA topoisomerase I
chr	NC_002946.2	1834411	1834872	-	3282390	-	NGO1864	YP_208896.1	153	-	hypothetical protein NGO1864
chr	NC_002946.2	1834898	1836085	-	3282392	-	NGO1865	YP_208897.1	395	-	DNA protecting protein DprA
chr	NC_002946.2	1836176	1837453	-	3282368	-	NGO1866	YP_208898.1	425	-	two-component system transcriptional response regulator
chr	NC_002946.2	1837446	1839566	-	3282362	-	NGO1867	YP_208899.1	706	-	two-component system sensor kinase
chr	NC_002946.2	1839566	1840165	-	3282358	-	NGO1868	YP_208900.1	199	-	hypothetical protein NGO1868
chr	NC_002946.2	1840131	1841390	-	3282371	-	NGO1869	YP_208901.1	419	-	16S RNA methyltransferase
chr	NC_002946.2	1841469	1842395	-	3282345	-	NGO1870	YP_208902.1	308	-	methionyl-tRNA formyltransferase
chr	NC_002946.2	1842483	1842986	-	3282344	def	NGO1871	YP_208903.1	167	-	peptide deformylase
chr	NC_002946.2	1843284	1844621	+	3282342	-	NGO1873	YP_208905.1	445	-	hypothetical protein NGO1873
chr	NC_002946.2	1845042	1845692	-	3282260	-	NGO1875	YP_208907.1	216	-	membrane protein
chr	NC_002946.2	1845754	1846212	-	3282329	-	NGO1876	YP_208908.1	152	-	aspartate carbamoyltransferase regulatory subunit
chr	NC_002946.2	1846222	1847142	-	3282349	pyrB	NGO1877	YP_208909.1	306	-	aspartate carbamoyltransferase catalytic subunit
chr	NC_002946.2	1847378	1848220	+	3282333	-	NGO1878	YP_208910.1	280	-	hypothetical protein NGO1878
chr	NC_002946.2	1849022	1849612	+	3282326	-	NGO1879	YP_208912.1	196	-	peptidase
chr	NC_002946.2	1849888	1850439	-	3282356	-	NGO1880	YP_208913.1	183	-	membrane protein
chr	NC_002946.2	1851528	1853000	+	3282312	-	NGO1881	YP_208914.1	490	-	pyruvate kinase
chr	NC_002946.2	1855269	1855418	-	3282332	-	NGO1887	YP_208916.1	49	-	hypothetical protein NGO1887
chr	NC_002946.2	1855436	1855633	-	3282325	-	NGO1888	YP_208917.1	65	-	hypothetical protein NGO1888
chr	NC_002946.2	1855643	1856659	-	3282301	-	NGO1889	YP_208918.1	338	-	hypothetical protein NGO1889
chr	NC_002946.2	1856758	1857972	-	3282270	-	NGO1890	YP_208919.1	404	-	glutamate permease
chr	NC_002946.2	1858225	1858506	-	3282295	-	NGO1891	YP_208920.1	93	-	hypothetical protein NGO1891
chr	NC_002946.2	1859711	1860718	-	3282158	-	NGO1893	YP_208921.1	335	-	N6-methyladenine methyltransferase
chr	NC_002946.2	1860711	1861712	-	3282284	-	NGO1894	YP_208922.1	333	-	5-methylcytosine methyltransferase
chr	NC_002946.2	1861743	1864016	-	3282286	-	NGO1895	YP_208923.1	757	-	transcription accessory protein
chr	NC_002946.2	1864135	1865151	+	3282314	-	NGO1896	YP_208924.1	338	-	UDP-glucose 4-epimerase
chr	NC_002946.2	1865152	1866192	+	3282303	-	NGO1897	YP_208925.1	346	-	dTDP-glucose 4,6-dehydratase
chr	NC_002946.2	1866297	1867163	+	3282292	-	NGO1898	YP_208926.1	288	-	glucose-1-phosphate thymidylyltransferase
chr	NC_002946.2	1867301	1867858	+	22847893	-	NGO1898a	YP_009115485.1	185	-	dTDP-4-dehydrorhamnose 3,5-epimerase
chr	NC_002946.2	1867902	1869920	-	3282305	-	NGO1900	YP_208927.1	672	-	oligopeptide transporter
chr	NC_002946.2	1870115	1871236	-	3282302	-	NGO1901	YP_208928.1	373	-	molecular chaperone DnaJ
chr	NC_002946.2	1872224	1872517	-	3282296	-	NGO1902	YP_208929.1	97	-	DNA-binding competence protein ComE
chr	NC_002946.2	1878578	1878994	-	3282281	-	NGO1904	YP_208930.1	138	-	RNA polymerase-binding transcription factor DksA
chr	NC_002946.2	1879145	1879936	-	3282276	-	NGO1905	YP_208931.1	263	-	pyrroline-5-carboxylate reductase
chr	NC_002946.2	1879985	1880392	-	3282272	-	NGO1906	YP_208932.1	135	-	hypothetical protein NGO1906
chr	NC_002946.2	1880392	1881078	-	3282293	-	NGO1907	YP_208933.1	228	-	pyridoxal phosphate enzyme
chr	NC_002946.2	1881198	1882241	+	3282267	-	NGO1908	YP_208934.1	347	-	pilus retraction protein PilT
chr	NC_002946.2	1882405	1883631	+	3282264	-	NGO1909	YP_208935.1	408	-	Tfp pilus assembly ATPase PilU
chr	NC_002946.2	1883748	1885898	+	3282136	-	NGO1910	YP_208936.1	716	-	membrane protein
chr	NC_002946.2	1886380	1886664	-	3282262	-	NGO1911	YP_208937.1	94	-	GIY-YIG nuclease family protein
chr	NC_002946.2	1887245	1890265	-	22847894	-	NGO1911a	YP_009115486.1	1006	-	pilus assembly protein
chr	NC_002946.2	1891120	1891512	+	3282255	-	NGO1913	YP_208938.1	130	-	hypothetical protein NGO1913
chr	NC_002946.2	1891592	1893040	+	3282280	-	NGO1914	YP_208939.1	482	-	6-phosphogluconate dehydrogenase
chr	NC_002946.2	1893103	1894374	+	3282860	-	NGO1915	YP_208940.1	423	-	3-deoxy-D-manno-octulosonic-acid transferase
chr	NC_002946.2	1894415	1894864	+	3282856	-	NGO1916	YP_208941.1	149	-	membrane protein
chr	NC_002946.2	1894897	1895871	+	3282859	-	NGO1917	YP_208942.1	324	-	membrane protein
chr	NC_002946.2	1896236	1897489	+	3282851	-	NGO1918	YP_208943.1	417	-	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
chr	NC_002946.2	1897570	1898763	+	3282854	pgk	NGO1919	YP_208944.1	397	-	phosphoglycerate kinase
chr	NC_002946.2	1898815	1899063	-	3282853	-	NGO1920	YP_208945.1	82	-	BolA family transcriptional regulator
chr	NC_002946.2	1899156	1900073	-	3282849	-	NGO1921	YP_208946.1	305	-	cell division protein FtsX
chr	NC_002946.2	1900070	1900720	-	3282858	-	NGO1922	YP_208947.1	216	-	cell division ATP-binding protein FtsE
chr	NC_002946.2	1900914	1901396	-	3282855	-	NGO1923	YP_208948.1	160	-	thioredoxin
chr	NC_002946.2	1901520	1901873	+	3282850	-	NGO1924	YP_208949.1	117	-	arsenate reductase
